Iteration	Posterior	Likelihood	Prior	clock_host	phy_scale[1]	phy_scale[2]	switch_rate_0_to_2	switch_rate_2_to_0	switch_rates[1]	switch_rates[2]	switch_rates[3]	switch_rates[4]	switch_rates[5]	switch_rates[6]	switch_rates_pos[1]	switch_rates_pos[2]
3750	-6321.387	-6321.5	0.1131884	0.2189397	0	0	0.04086385	0.9591361	1e-06	0.0408639	1e-06	1e-06	0.959136	1e-06	0.0408639	0.959136
3800	-6408.213	-6408.303	0.09020539	0.221238	0	0	0.04260431	0.9573957	1e-06	0.0426043	1e-06	1e-06	0.957396	1e-06	0.0426043	0.957396
3850	-6804.01	-6803.92	-0.08999261	0.2392578	0	0	0.04334932	0.9566507	1e-06	0.0433493	1e-06	1e-06	0.956651	1e-06	0.0433493	0.956651
3900	-6174.577	-6174.788	0.2104639	0.2092121	0	0	0.04434338	0.9556566	1e-06	0.0443434	1e-06	1e-06	0.955657	1e-06	0.0443434	0.955657
3950	-6448.481	-6448.555	0.07391265	0.2228672	0	0	0.04706443	0.9529356	1e-06	0.0470644	1e-06	1e-06	0.952936	1e-06	0.0470644	0.952936
4000	-6353.939	-6353.987	0.04747252	0.2255113	0	0	0.04083494	0.9591651	1e-06	0.0408349	1e-06	1e-06	0.959165	1e-06	0.0408349	0.959165
4050	-6476.111	-6476.188	0.07675793	0.2225827	0	0	0.04251955	0.9574805	1e-06	0.0425195	1e-06	1e-06	0.95748	1e-06	0.0425195	0.95748
4100	-6303.182	-6303.261	0.07892911	0.2223656	0	0	0.04297642	0.9570236	1e-06	0.0429764	1e-06	1e-06	0.957024	1e-06	0.0429764	0.957024
4150	-6452.758	-6452.695	-0.06344149	0.2366027	0	0	0.04040277	0.9595972	1e-06	0.0404028	1e-06	1e-06	0.959597	1e-06	0.0404028	0.959597
4200	-6008.017	-6008.273	0.2560417	0.2046543	0	0	0.04224756	0.9577524	1e-06	0.0422476	1e-06	1e-06	0.957752	1e-06	0.0422476	0.957752
4250	-6254.254	-6254.331	0.07739034	0.2225195	0	0	0.04605715	0.9539429	1e-06	0.0460571	1e-06	1e-06	0.953943	1e-06	0.0460571	0.953943
4300	-6270.245	-6270.553	0.3082168	0.1994368	0	0	0.04970084	0.9502992	1e-06	0.0497008	1e-06	1e-06	0.950299	1e-06	0.0497008	0.950299
4350	-5834.985	-5835.123	0.1387358	0.2163849	0	0	0.03989762	0.9601024	1e-06	0.0398976	1e-06	1e-06	0.960102	1e-06	0.0398976	0.960102
4400	-6291.006	-6291.236	0.2307988	0.2071786	0	0	0.04297841	0.9570216	1e-06	0.0429784	1e-06	1e-06	0.957022	1e-06	0.0429784	0.957022
4450	-6730.368	-6730.365	-0.003140378	0.2305725	0	0	0.04722668	0.9527733	1e-06	0.0472267	1e-06	1e-06	0.952773	1e-06	0.0472267	0.952773
4500	-6455.614	-6455.698	0.08465301	0.2217932	0	0	0.04424337	0.9557566	1e-06	0.0442434	1e-06	1e-06	0.955757	1e-06	0.0442434	0.955757
4550	-6506.892	-6506.888	-0.004883709	0.2307469	0	0	0.04026468	0.9597353	1e-06	0.0402647	1e-06	1e-06	0.959735	1e-06	0.0402647	0.959735
4600	-6483.332	-6483.5	0.1673761	0.2135209	0	0	0.04621574	0.9537843	1e-06	0.0462157	1e-06	1e-06	0.953784	1e-06	0.0462157	0.953784
